,Latitude,Longitude,Altitude,UTC-Time,Date,filename,lat,lon,name,admin1,City,Country
309,48.73,2.27,2,2,2,2,48.72692,2.28301,Massy,Ile-de-France,Departement de l'Essonne,France
310,48.73,2.28,22,22,22,22,48.72692,2.28301,Massy,Ile-de-France,Departement de l'Essonne,France
311,48.75,2.3,2,2,2,2,48.75,2.3,Antony,Ile-de-France,Departement des Hauts-de-Seine,France
312,48.75,2.33,1,1,1,1,48.75568,2.32241,Fresnes,Ile-de-France,Departement du Val-de-Marne,France
313,48.78,2.22,3,3,3,3,48.75772,2.21881,Bievres,Ile-de-France,Departement de l'Essonne,France
314,48.78,2.3,1,1,1,1,48.77644,2.29026,Sceaux,Ile-de-France,Departement des Hauts-de-Seine,France
315,48.78,2.46,1,1,1,1,48.78333,2.46667,Creteil,Ile-de-France,Departement du Val-de-Marne,France
316,48.84,2.32,5,5,5,5,48.8162,2.31393,Montrouge,Ile-de-France,Departement des Hauts-de-Seine,France
317,48.85,2.29,4,4,4,4,48.82345,2.29025,Vanves,Ile-de-France,Departement des Hauts-de-Seine,France
318,48.85,2.34,1,1,1,1,48.85341,2.3488,Paris,Ile-de-France,Paris,France
319,48.86,2.23,2,2,2,2,48.87143,2.22929,Suresnes,Ile-de-France,Departement des Hauts-de-Seine,France
320,48.86,2.35,1,1,1,1,48.85341,2.3488,Paris,Ile-de-France,Paris,France
321,48.87,2.31,1,1,1,1,48.90018,2.30952,Clichy,Ile-de-France,Departement des Hauts-de-Seine,France
322,48.87,2.34,2,1,1,2,48.85341,2.3488,Paris,Ile-de-France,Paris,France
323,48.87,2.35,4,4,4,4,48.85341,2.3488,Paris,Ile-de-France,Paris,France
324,48.87,2.36,2,2,2,2,48.85341,2.3488,Paris,Ile-de-France,Paris,France
325,48.88,2.25,30,0,30,30,48.88341,2.23894,Puteaux,Ile-de-France,Departement des Hauts-de-Seine,France
326,48.88,2.3,4,4,4,4,48.89389,2.28864,Levallois-Perret,Ile-de-France,Departement des Hauts-de-Seine,France
327,48.89,2.26,1,1,1,1,48.89672,2.25666,Courbevoie,Ile-de-France,Departement des Hauts-de-Seine,France
328,48.9,2.28,2,2,2,2,48.89389,2.28864,Levallois-Perret,Ile-de-France,Departement des Hauts-de-Seine,France
329,49.0,2.58,2,2,2,2,48.98333,2.61667,Mitry-Mory,Ile-de-France,Departement de Seine-et-Marne,France
330,49.01,2.54,1,0,0,1,49.00443,2.51703,Roissy-en-France,Ile-de-France,Departement du Val-d'Oise,France
331,50.57,5.57,6,6,6,6,50.53596,5.56775,Esneux,Wallonia,Province de Liege,Belgium
332,50.62,5.57,1,1,1,1,50.63373,5.56749,Liege,Wallonia,Province de Liege,Belgium
333,50.84,4.35,14,14,14,14,50.85045,4.34878,Brussels,Brussels Capital,Bruxelles-Capitale,Belgium
334,50.85,4.35,31,31,31,31,50.85045,4.34878,Brussels,Brussels Capital,Bruxelles-Capitale,Belgium
335,50.85,4.36,2,2,2,2,50.85045,4.34878,Brussels,Brussels Capital,Bruxelles-Capitale,Belgium
336,56.97,14.02,0,1,1,1,56.91667,13.98333,Lagan,Kronoberg,Ljungby Kommun,Sweden
